Value of maximum flow: 61559
Flow:
(376, 322, 156)
(376, 563, 91)
(376, 648, 56)
(376, 365, 90)
(376, 19, 151)
(376, 287, 79)
(376, 166, 30)
(376, 38, 60)
(376, 159, 33)
(376, 266, 70)
(376, 578, 66)
(376, 329, 91)
(376, 904, 110)
(376, 789, 91)
(376, 483, 60)
(376, 474, 54)
(376, 790, 142)
(376, 427, 42)
(376, 866, 55)
(376, 9, 59)
(376, 497, 67)
(376, 627, 49)
(376, 334, 20)
(376, 178, 261)
(376, 940, 240)
(376, 147, 57)
(376, 626, 70)
(376, 689, 81)
(376, 374, 127)
(376, 103, 204)
(376, 632, 113)
(376, 73, 106)
(376, 54, 54)
(376, 191, 38)
(376, 699, 171)
(376, 100, 210)
(376, 850, 134)
(376, 324, 47)
(376, 855, 170)
(376, 911, 281)
(376, 869, 109)
(376, 955, 61)
(376, 710, 131)
(376, 776, 31)
(376, 766, 153)
(376, 80, 141)
(376, 694, 25)
(376, 357, 30)
(376, 553, 28)
(376, 176, 66)
(376, 39, 38)
(376, 808, 60)
(376, 652, 81)
(376, 86, 248)
(376, 786, 28)
(376, 857, 80)
(376, 153, 44)
(376, 748, 162)
(376, 531, 115)
(376, 905, 90)
(376, 64, 56)
(376, 611, 260)
(376, 933, 58)
(376, 709, 55)
(376, 22, 34)
(376, 943, 56)
(376, 341, 39)
(376, 446, 128)
(376, 29, 103)
(376, 860, 52)
(376, 706, 58)
(376, 157, 137)
(376, 381, 114)
(376, 852, 92)
(376, 634, 28)
(376, 144, 32)
(376, 917, 87)
(376, 617, 39)
(376, 502, 87)
(376, 963, 180)
(376, 88, 109)
(376, 736, 30)
(376, 813, 78)
(376, 810, 242)
(376, 982, 130)
(376, 104, 74)
(376, 840, 178)
(376, 120, 158)
(376, 56, 72)
(376, 599, 73)
(376, 804, 179)
(376, 363, 45)
(376, 161, 212)
(376, 947, 112)
(376, 475, 52)
(376, 70, 76)
(376, 208, 64)
(376, 623, 72)
(376, 842, 99)
(376, 630, 143)
(376, 198, 67)
(376, 615, 78)
(376, 92, 213)
(376, 616, 149)
(376, 72, 353)
(376, 503, 39)
(376, 251, 98)
(376, 215, 58)
(376, 135, 72)
(376, 230, 42)
(376, 673, 34)
(376, 327, 140)
(376, 200, 75)
(376, 993, 107)
(376, 59, 135)
(376, 292, 152)
(376, 400, 47)
(376, 288, 89)
(376, 802, 149)
(376, 405, 106)
(376, 543, 245)
(376, 429, 64)
(376, 462, 186)
(376, 856, 51)
(376, 703, 64)
(376, 220, 41)
(376, 997, 25)
(376, 517, 96)
(376, 316, 8)
(376, 729, 26)
(376, 279, 58)
(376, 862, 126)
(376, 206, 118)
(376, 958, 28)
(376, 391, 29)
(376, 115, 56)
(376, 771, 112)
(376, 46, 64)
(376, 910, 64)
(376, 752, 109)
(376, 891, 165)
(376, 750, 96)
(376, 834, 113)
(376, 721, 54)
(376, 51, 40)
(376, 621, 170)
(376, 105, 33)
(376, 114, 201)
(376, 384, 84)
(376, 182, 29)
(376, 974, 134)
(376, 407, 77)
(376, 914, 34)
(376, 985, 20)
(376, 160, 51)
(376, 467, 91)
(376, 158, 54)
(376, 402, 203)
(376, 348, 43)
(376, 145, 154)
(376, 970, 111)
(376, 408, 62)
(376, 516, 31)
(376, 994, 174)
(376, 800, 115)
(376, 785, 72)
(376, 795, 230)
(376, 674, 69)
(376, 658, 27)
(376, 735, 71)
(376, 815, 59)
(376, 996, 10)
(376, 48, 281)
(376, 79, 59)
(376, 331, 24)
(376, 822, 23)
(376, 726, 83)
(376, 421, 115)
(376, 705, 58)
(376, 530, 75)
(376, 828, 51)
(376, 32, 87)
(376, 656, 163)
(376, 187, 37)
(376, 817, 79)
(376, 540, 71)
(376, 17, 41)
(376, 588, 44)
(376, 667, 293)
(376, 527, 156)
(376, 0, 102)
(376, 618, 17)
(376, 676, 289)
(376, 420, 218)
(376, 513, 109)
(376, 485, 94)
(376, 204, 172)
(376, 935, 39)
(376, 269, 50)
(376, 745, 26)
(376, 591, 214)
(376, 355, 216)
(376, 65, 55)
(376, 892, 67)
(376, 263, 63)
(376, 353, 174)
(376, 533, 108)
(376, 142, 48)
(376, 148, 171)
(376, 896, 197)
(376, 769, 406)
(376, 101, 50)
(376, 477, 180)
(376, 229, 16)
(376, 66, 122)
(376, 977, 100)
(376, 23, 133)
(376, 761, 74)
(376, 175, 66)
(376, 569, 259)
(376, 261, 43)
(376, 490, 94)
(376, 567, 91)
(376, 479, 135)
(376, 883, 34)
(376, 368, 160)
(376, 836, 99)
(376, 664, 91)
(376, 90, 53)
(376, 481, 60)
(376, 548, 84)
(376, 874, 75)
(376, 350, 71)
(376, 255, 86)
(376, 925, 63)
(376, 392, 119)
(376, 952, 61)
(376, 131, 51)
(376, 77, 37)
(376, 633, 48)
(376, 692, 34)
(376, 983, 156)
(376, 192, 164)
(376, 610, 56)
(376, 928, 142)
(376, 260, 24)
(376, 695, 384)
(376, 672, 27)
(376, 30, 112)
(376, 907, 124)
(376, 448, 13)
(376, 138, 76)
(376, 549, 24)
(376, 897, 75)
(376, 412, 119)
(376, 389, 80)
(376, 113, 68)
(376, 564, 30)
(376, 551, 182)
(376, 759, 119)
(376, 362, 52)
(376, 693, 10)
(376, 154, 124)
(376, 573, 217)
(376, 181, 10)
(376, 143, 17)
(376, 121, 144)
(376, 666, 38)
(376, 473, 106)
(376, 203, 109)
(376, 302, 52)
(376, 273, 228)
(376, 596, 68)
(376, 575, 37)
(376, 126, 54)
(376, 690, 81)
(376, 438, 43)
(376, 330, 90)
(376, 354, 51)
(376, 275, 103)
(376, 258, 41)
(376, 888, 81)
(376, 873, 122)
(376, 484, 64)
(376, 53, 152)
(376, 844, 38)
(376, 539, 80)
(376, 346, 76)
(376, 953, 46)
(376, 535, 38)
(376, 803, 36)
(376, 123, 54)
(376, 898, 65)
(376, 576, 101)
(376, 460, 84)
(376, 1, 98)
(376, 99, 65)
(376, 902, 121)
(376, 325, 126)
(376, 315, 95)
(376, 753, 183)
(376, 137, 35)
(376, 294, 76)
(376, 708, 102)
(376, 340, 44)
(376, 594, 173)
(376, 155, 106)
(376, 85, 53)
(376, 501, 40)
(376, 245, 11)
(376, 488, 15)
(376, 318, 219)
(376, 398, 23)
(376, 646, 18)
(376, 487, 68)
(376, 583, 50)
(376, 378, 20)
(376, 837, 86)
(376, 595, 61)
(376, 894, 237)
(376, 814, 96)
(376, 663, 26)
(376, 670, 63)
(376, 714, 225)
(376, 89, 198)
(376, 526, 20)
(376, 410, 56)
(376, 95, 75)
(376, 231, 120)
(376, 308, 38)
(376, 642, 98)
(376, 713, 150)
(376, 716, 156)
(376, 371, 100)
(376, 338, 17)
(376, 194, 147)
(376, 782, 76)
(376, 457, 239)
(376, 849, 40)
(376, 668, 56)
(376, 233, 74)
(376, 976, 58)
(376, 522, 240)
(376, 125, 188)
(376, 807, 183)
(376, 505, 152)
(376, 878, 69)
(376, 68, 92)
(376, 631, 45)
(376, 382, 103)
(376, 561, 54)
(376, 899, 39)
(376, 96, 115)
(376, 82, 199)
(376, 482, 24)
(376, 342, 87)
(376, 443, 288)
(376, 843, 98)
(376, 858, 115)
(376, 452, 67)
(376, 653, 174)
(376, 682, 71)
(376, 199, 78)
(376, 244, 64)
(376, 236, 181)
(376, 701, 83)
(376, 61, 170)
(376, 433, 23)
(376, 989, 94)
(376, 724, 118)
(376, 493, 142)
(376, 16, 110)
(376, 636, 159)
(376, 679, 19)
(376, 770, 34)
(376, 67, 56)
(376, 296, 112)
(376, 992, 92)
(376, 830, 149)
(376, 445, 20)
(376, 414, 51)
(376, 863, 17)
(376, 214, 138)
(376, 773, 43)
(376, 136, 45)
(376, 344, 47)
(376, 465, 56)
(376, 536, 342)
(376, 303, 118)
(376, 380, 85)
(376, 730, 92)
(376, 629, 27)
(376, 876, 48)
(376, 568, 42)
(376, 224, 156)
(376, 151, 49)
(376, 717, 209)
(376, 170, 120)
(376, 975, 69)
(376, 846, 126)
(376, 404, 39)
(376, 555, 136)
(376, 746, 82)
(376, 456, 276)
(376, 248, 53)
(376, 879, 134)
(376, 801, 74)
(376, 986, 241)
(376, 900, 153)
(376, 319, 74)
(376, 209, 144)
(376, 962, 19)
(376, 333, 56)
(376, 835, 139)
(376, 291, 58)
(376, 500, 30)
(376, 434, 87)
(376, 222, 101)
(376, 867, 35)
(376, 498, 84)
(376, 210, 74)
(376, 938, 49)
(376, 848, 32)
(376, 216, 240)
(376, 366, 206)
(376, 702, 117)
(376, 31, 37)
(376, 557, 58)
(376, 41, 15)
(376, 290, 40)
(376, 201, 59)
(376, 639, 67)
(376, 40, 45)
(376, 606, 35)
(376, 383, 26)
(376, 715, 167)
(376, 600, 24)
(376, 305, 112)
(376, 351, 63)
(376, 112, 85)
(376, 818, 75)
(376, 360, 44)
(376, 12, 126)
(376, 643, 39)
(376, 768, 77)
(376, 234, 56)
(376, 725, 106)
(376, 919, 95)
(376, 494, 83)
(376, 254, 73)
(376, 995, 163)
(376, 971, 139)
(376, 335, 42)
(376, 268, 206)
(376, 597, 48)
(376, 514, 124)
(376, 250, 38)
(376, 881, 54)
(376, 665, 99)
(376, 854, 11)
(376, 560, 230)
(376, 742, 46)
(376, 744, 50)
(376, 24, 56)
(376, 134, 142)
(376, 35, 97)
(376, 262, 61)
(376, 903, 23)
(376, 870, 121)
(376, 504, 170)
(376, 509, 100)
(376, 796, 285)
(376, 129, 98)
(376, 247, 23)
(376, 624, 105)
(376, 314, 25)
(376, 722, 169)
(376, 274, 114)
(376, 926, 44)
(376, 74, 41)
(376, 122, 54)
(376, 195, 101)
(376, 811, 73)
(376, 895, 59)
(376, 320, 145)
(376, 887, 82)
(376, 587, 161)
(376, 763, 75)
(376, 396, 40)
(376, 966, 41)
(376, 749, 90)
(376, 655, 53)
(376, 988, 6)
(376, 951, 115)
(376, 106, 171)
(376, 164, 20)
(376, 478, 85)
(376, 395, 52)
(376, 944, 35)
(378, 309, 246)
(379, 309, 50)
(380, 512, 8)
(380, 783, 24)
(380, 747, 36)
(380, 557, 17)
(381, 309, 217)
(382, 309, 243)
(383, 309, 56)
(384, 619, 12)
(384, 309, 72)
(385, 309, 58)
(386, 556, 3)
(386, 972, 8)
(386, 949, 55)
(386, 697, 8)
(386, 309, 27)
(387, 309, 70)
(389, 309, 305)
(391, 309, 104)
(392, 309, 73)
(392, 430, 46)
(393, 515, 11)
(394, 608, 1)
(394, 605, 72)
(394, 419, 22)
(394, 78, 25)
(394, 889, 71)
(394, 3, 19)
(394, 306, 44)
(394, 309, 75)
(395, 309, 46)
(395, 777, 6)
(396, 122, 17)
(396, 763, 6)
(396, 644, 6)
(396, 164, 11)
(398, 309, 135)
(399, 309, 68)
(400, 960, 11)
(400, 309, 36)
(401, 309, 19)
(402, 979, 118)
(402, 158, 12)
(402, 969, 50)
(402, 516, 23)
(403, 309, 102)
(404, 309, 117)
(405, 91, 56)
(405, 375, 33)
(405, 182, 12)
(405, 979, 5)
(406, 309, 16)
(407, 997, 54)
(407, 979, 12)
(407, 309, 11)
(408, 979, 16)
(408, 516, 3)
(408, 994, 22)
(408, 301, 21)
(409, 309, 93)
(410, 309, 40)
(410, 805, 16)
(412, 309, 34)
(412, 741, 47)
(412, 181, 38)
(414, 309, 42)
(414, 657, 9)
(415, 309, 35)
(416, 309, 160)
(417, 519, 5)
(417, 309, 64)
(418, 309, 73)
(419, 309, 49)
(420, 784, 5)
(420, 618, 57)
(420, 444, 50)
(420, 310, 47)
(420, 23, 14)
(420, 313, 45)
(421, 309, 68)
(421, 162, 27)
(421, 246, 20)
(422, 309, 45)
(423, 309, 111)
(424, 826, 33)
(424, 605, 42)
(424, 671, 25)
(426, 519, 11)
(426, 978, 17)
(426, 213, 22)
(427, 309, 136)
(428, 309, 124)
(429, 228, 12)
(429, 771, 29)
(429, 375, 7)
(429, 914, 4)
(429, 985, 12)
(430, 309, 176)
(431, 660, 20)
(431, 832, 31)
(431, 622, 81)
(433, 309, 36)
(434, 359, 7)
(434, 234, 9)
(434, 254, 32)
(434, 859, 39)
(436, 946, 37)
(436, 26, 38)
(436, 459, 21)
(436, 574, 10)
(436, 361, 40)
(436, 949, 11)
(436, 956, 62)
(436, 570, 20)
(438, 309, 113)
(439, 309, 33)
(440, 309, 22)
(441, 309, 39)
(442, 309, 111)
(443, 309, 136)
(443, 382, 7)
(443, 244, 29)
(443, 6, 48)
(443, 124, 68)
(444, 309, 122)
(445, 529, 20)
(446, 309, 196)
(448, 181, 13)
